epoch,train_acc,train_loss
1,73.03668169160669,0.5369842459445486
2,76.26235473817071,0.4900951691865083
3,77.55262396285416,0.4723374201826381
4,78.07782970289799,0.4618563187373276
5,78.8346222234292,0.44965853175830617
